GEOID,x,y,area,OBJECTID_1,GEOID20,COUNTYFP20,CVAP_TOT20,CVAP_NHS20,CVAP_AIA20,CVAP_ASN20,CVAP_BLK20,CVAP_NHP20,CVAP_WHT20,CVAP_AIW20,CVAP_ASW20,CVAP_BLW20,CVAP_AIB20,CVAP_2OM20,CVAP_HSP20,C_TOT20,C_NHS20,C_AIA20,C_ASN20,C_BLK20,C_NHP20,C_WHT20,C_AIW20,C_ASW20,C_BLW20,C_AIB20,C_2OM20,C_HSP20,OBJECTID,STATEFP20,COUNTYFP_1,TRACTCE20,BLOCKCE20,GEOID20_1,NAME20,INTPTLAT20,INTPTLON20,G_ID,MCD_NAME,VTD,TOTAL_ADJ,WHITE_ADJ,BLACK_ADJ,AMIND_ADJ,ASIAN_ADJ,HWN_ADJ,MULTI_ADJ,OTHER_ADJ,UNKNOWN_AD,HISP_ADJ,NHISP_ADJ,NHWHITE_AD,NHBLACK_AD,NHAMIND_AD,NHASIAN_AD,NHHWN_ADJ,NHMULTI_AD,NHOTHER_AD,UNKNOWN_ET,TOTAL_VAP_,WHITE_VAP_,BLACK_VAP_,AMIND_VAP_,ASIAN_VAP_,HWN_VAP_AD,MULTI_VAP_,OTHER_VAP_,UNKNOWN_VA,HISP_VAP_A,NHISP_VAP_,NHWHITE_VA,NHBLACK_VA,NHAMIND_VA,NHASIAN_VA,NHHWN_VAP_,NHMULTI_VA,NHOTHER_VA,UNKNOWN__1,DistNeighb,DistCurren,Commission,Council,p0010001,p0010003,p0010004,p0010005,p0010006,p0010007,p0010008,p0010009,p0020002,NbdAlt2,Council2,DIST2000,BlkGrp,nbhdname,Shape_Leng,Shape_Area
360290019002005,1087272.9402733443,282898.5999730526,0.02727055673819951,2653,360290019002005,29.0,134.06,119.85,0.0,0.0,2.46,0.0,114.06,0.0,0.0,0.0,0.0,0.0,11.54,195.41,170.88,0.0,0.0,3.35,0.0,154.83,0.0,0.0,2.65,0.0,0.0,24.5,2805,36,29,1900,2005,360290019002005,Block 2005,42.8702465,-78.8044697,G360290019002005,Buffalo city,242,157,115,24,0,3,0,8,7,0,15,142,111,24,0,3,0,4,0,0,106,86,11,0,3,0,2,4,0,5,101,86,11,0,3,0,1,0,0,N-D6,LOVEJOY,LOVEJOY,LOVEJOY,157.0,115.0,24.0,0.0,3.0,0.0,7.0,8.0,15.0,Lovejoy,LOVEJOY,Lovejoy,360290019002,Kaisertown,2805.862697124596,292299.6479544613
360290019002006,1087296.5885290217,282578.7073551685,0.02222367669617154,273,360290019002006,29.0,89.79999999999998,77.12999999999998,0.0,0.0,0.45,0.0,79.58,0.0,0.0,0.0,0.0,0.0,13.85,99.57,86.64,0.0,0.0,0.62,0.0,89.26999999999998,0.0,0.0,0.88,0.0,0.0,13.07,2483,36,29,1900,2006,360290019002006,Block 2006,42.8673652,-78.8045135,G360290019002006,Buffalo city,242,80,64,4,0,0,0,10,2,0,8,72,64,4,0,0,0,4,0,0,71,60,2,0,0,0,9,0,0,6,65,60,2,0,0,0,3,0,0,N-D6,LOVEJOY,LOVEJOY,LOVEJOY,80.0,64.0,4.0,0.0,0.0,0.0,2.0,10.0,8.0,Lovejoy,LOVEJOY,Lovejoy,360290019002,Kaisertown,2404.830207966232,238205.15741668863
360290019002007,1087373.3589038765,282583.07441299054,0.022440140617303365,2999,360290019002007,29.0,96.12,75.94,0.0,0.0,0.0,0.0,83.54999999999998,0.0,0.0,0.0,0.0,0.0,27.69,129.45,108.3,0.0,0.0,0.0,0.0,121.35,0.0,0.0,0.0,0.0,0.0,22.87,2432,36,29,1900,2007,360290019002007,Block 2007,42.8673458,-78.8035748,G360290019002007,Buffalo city,242,104,93,0,0,2,0,9,0,0,14,90,87,0,0,2,0,1,0,0,76,69,0,0,0,0,7,0,0,12,64,63,0,0,0,0,1,0,0,N-D6,LOVEJOY,LOVEJOY,LOVEJOY,104.0,93.0,0.0,0.0,2.0,0.0,0.0,9.0,14.0,Lovejoy,LOVEJOY,Lovejoy,360290019002,Kaisertown,2407.3272067446355,240524.78452025008
360290019002008,1087451.6899040872,282587.66064059216,0.023343938379352655,787,360290019002008,29.0,88.53,77.12999999999998,1.5,0.0,0.9,0.0,79.58,1.88,0.0,12.0,0.0,0.0,11.54,110.78,99.88,4.67,0.0,0.5,0.0,104.61,3.5,0.0,3.53,0.0,0.0,9.8,2484,36,29,1900,2008,360290019002008,Block 2008,42.8673271,-78.8026168,G360290019002008,Buffalo city,243,89,75,0,1,2,0,8,3,0,6,83,75,0,1,2,0,5,0,0,70,60,0,0,0,0,7,3,0,5,65,60,0,0,0,0,5,0,0,N-D6,LOVEJOY,LOVEJOY,LOVEJOY,89.0,75.0,0.0,1.0,2.0,0.0,3.0,8.0,6.0,Lovejoy,LOVEJOY,Lovejoy,360290019002,Kaisertown,2440.822788031958,250212.0056733922
360290019002009,1087558.9305819287,282502.6352693667,0.04410557388878527,633,360290019002009,29.0,93.59,87.81,0.0,0.0,0.0,0.0,84.87999999999998,0.0,0.0,0.0,0.0,0.0,0.0,103.31,97.47000000000001,0.0,0.0,0.0,0.0,99.03,0.0,0.0,0.0,0.0,0.0,3.27,2201,36,29,1900,2009,360290019002009,Block 2009,42.8664843,-78.8014001,G360290019002009,Buffalo city,243,84,72,0,0,4,0,8,0,0,2,82,72,0,0,4,0,6,0,0,75,65,0,0,4,0,6,0,0,0,75,65,0,0,4,0,6,0,0,N-D6,LOVEJOY,LOVEJOY,LOVEJOY,83.0,71.0,0.0,0.0,4.0,0.0,0.0,8.0,2.0,Lovejoy,LOVEJOY,Lovejoy,360290019002,Kaisertown,3814.27348869386,472744.61219328287
360290019002010,1087615.0601745788,282599.6462265278,0.023919357792765383,2627,360290019002010,29.0,98.65,85.44,0.0,0.0,1.34,0.0,84.87999999999998,0.0,0.0,0.0,0.0,0.0,13.85,109.53,98.68,0.0,0.0,1.12,0.0,99.03,0.0,0.0,1.76,0.0,0.0,9.8,2485,36,29,1900,2010,360290019002010,Block 2010,42.8673098,-78.8006165,G360290019002010,Buffalo city,243,88,71,7,0,1,0,3,6,0,6,82,71,7,0,1,0,3,0,0,78,64,6,0,1,0,1,6,0,6,72,64,6,0,1,0,1,0,0,N-D6,LOVEJOY,LOVEJOY,LOVEJOY,88.0,71.0,7.0,0.0,1.0,0.0,6.0,3.0,6.0,Lovejoy,LOVEJOY,Lovejoy,360290019002,Kaisertown,2454.569987314182,256378.4038599316
360290019002011,1087671.1647555798,282672.3022671983,0.006469526613109473,883,360290019002011,29.0,41.74,33.23,3.0,0.0,0.0,0.0,22.55,0.0,0.0,0.0,0.0,0.0,11.54,42.32,34.9,4.67,0.0,0.12,0.0,23.71,0.0,0.0,0.0,0.0,0.0,8.17,2490,36,29,1900,2011,360290019002011,Block 2011,42.8679173,-78.7998584,G360290019002011,Buffalo city,243,34,18,1,2,0,0,9,4,0,5,29,17,1,2,0,0,6,3,0,33,18,0,2,0,0,9,4,0,5,28,17,0,2,0,0,6,3,0,N-D6,LOVEJOY,LOVEJOY,LOVEJOY,34.0,18.0,1.0,2.0,0.0,0.0,4.0,9.0,5.0,Lovejoy,LOVEJOY,Lovejoy,360290019002,Kaisertown,1305.9522625179675,69343.19698089495
360290019003000,1087195.7582736094,282892.8459811469,0.027081105190800217,2719,360290019003000,29.0,102.83,102.72,0.0,0.0,28.05,0.0,79.84999999999998,0.0,0.0,35.42,0.0,0.0,0.0,133.88,130.48,0.0,0.0,27.48,0.0,106.89,0.0,0.0,22.88,0.0,0.0,0.0,1869,36,29,1900,3000,360290019003000,Block 3000,42.8702539,-78.8054149,G360290019003000,Buffalo city,242,169,125,30,0,0,0,13,1,0,20,149,111,29,0,0,0,9,0,0,125,98,19,0,0,0,7,1,0,11,114,89,18,0,0,0,7,0,0,N-D6,LOVEJOY,LOVEJOY,LOVEJOY,168.0,125.0,30.0,0.0,0.0,0.0,0.0,13.0,19.0,Lovejoy,LOVEJOY,Lovejoy,360290019003,Kaisertown,2804.450023073491,290269.45438293094
360290019003001,1087119.0452096886,282887.07444766635,0.026929825641500257,1143,360290019003001,29.0,111.12,110.83,0.0,0.0,12.2,0.0,94.2,0.0,0.0,14.17,0.0,0.0,0.0,147.43,144.49,0.0,0.0,19.85,0.0,122.3,0.0,0.0,29.42,0.0,0.0,0.0,557,36,29,1900,3001,360290019003001,Block 3001,42.8702607,-78.8063544,G360290019003001,Buffalo city,242,185,136,19,0,6,0,19,5,0,20,165,127,17,0,6,0,15,0,0,134,108,10,0,3,0,8,5,0,11,123,105,8,0,3,0,7,0,0,N-D6,LOVEJOY,LOVEJOY,LOVEJOY,185.0,136.0,19.0,0.0,6.0,0.0,5.0,19.0,20.0,Lovejoy,LOVEJOY,Lovejoy,360290019003,Kaisertown,2800.5300572740657,288648.4887681564
360290019003002,1087042.7049708872,282882.874895779,0.026733883801271324,580,360290019003002,29.0,83.76,81.09999999999998,0.0,0.0,9.76,0.0,63.7,0.0,0.0,7.08,0.0,0.0,0.0,96.43,96.33,0.0,0.0,10.69,0.0,81.84999999999998,0.0,0.0,3.27,0.0,0.0,0.0,1868,36,29,1900,3002,360290019003002,Block 3002,42.8702813,-78.8072877,G360290019003002,Buffalo city,241,121,87,11,1,0,0,15,7,0,11,110,85,11,0,0,0,9,5,0,101,73,5,1,0,0,15,7,0,11,90,71,5,0,0,0,9,5,0,N-D6,LOVEJOY,LOVEJOY,LOVEJOY,121.0,87.0,11.0,1.0,0.0,0.0,7.0,15.0,11.0,Lovejoy,LOVEJOY,Lovejoy,360290019003,Kaisertown,2800.327581778354,286548.70287275047
360290019003003,1086966.3302537128,282878.29808254016,0.026931927393468523,1746,360290019003003,29.0,112.78,109.93,0.0,0.0,19.51,0.0,93.3,0.0,0.0,28.33,0.0,0.0,0.0,134.68,133.98,0.0,0.0,19.08,0.0,116.52,0.0,0.0,13.08,0.0,0.0,0.0,2704,36,29,1900,3003,360290019003003,Block 3003,42.8702985,-78.8082218,G360290019003003,Buffalo city,241,169,125,21,0,0,0,12,11,0,16,153,121,21,0,0,0,8,3,0,136,108,12,0,0,0,8,8,0,14,122,104,12,0,0,0,6,0,0,N-D6,LOVEJOY,LOVEJOY,LOVEJOY,169.0,125.0,21.0,0.0,0.0,0.0,11.0,12.0,16.0,Lovejoy,LOVEJOY,Lovejoy,360290019003,Kaisertown,2796.424914006067,288672.02493015234
360290019003004,1086889.1443735037,282872.85853264533,0.02735235775455861,628,360290019003004,29.0,99.51,105.42,0.0,0.0,30.49,0.0,78.95,0.0,0.0,0.0,0.0,0.0,0.0,107.58,114.72,0.0,0.0,22.9,0.0,92.44,0.0,0.0,16.35,0.0,0.0,0.0,2036,36,29,1900,3004,360290019003004,Block 3004,42.8703086,-78.8091667,G360290019003004,Buffalo city,241,136,99,27,0,1,1,8,0,0,4,132,96,26,0,1,1,8,0,0,121,91,26,0,0,1,3,0,0,3,118,88,26,0,0,1,3,0,0,N-D6,LOVEJOY,LOVEJOY,LOVEJOY,135.0,99.0,26.0,0.0,1.0,1.0,0.0,8.0,4.0,Lovejoy,LOVEJOY,Lovejoy,360290019003,Kaisertown,2807.402301840661,293178.8897516103
360290023001000,1087488.4606376193,284962.75637666386,0.013384202257085868,712,360290023001000,29.0,66.89,51.54,0.0,16.53,2.18,0.0,40.48,1.01,0.0,0.0,0.0,0.0,9.59,90.98,70.83,0.0,21.98,5.77,0.0,51.18,0.0,0.0,0.0,0.0,0.0,19.09,3020,36,29,2300,1000,360290023001000,Block 1000,42.8885579,-78.799706,G360290023001000,Buffalo city,232,94,50,12,1,7,0,1,23,0,21,73,50,12,0,7,0,1,3,0,75,43,4,0,7,0,1,20,0,20,55,43,4,0,7,0,1,0,0,N-D5,LOVEJOY,LOVEJOY,LOVEJOY,94.0,50.0,12.0,1.0,7.0,0.0,23.0,1.0,21.0,Lovejoy,LOVEJOY,Lovejoy,360290023001,Lovejoy,2139.85101642622,143455.49253873085
360290023001001,1087416.46816864,284953.24759462033,0.02694303712482321,1968,360290023001001,29.0,97.22000000000001,93.7,1.82,0.0,12.02,0.0,71.54,1.47,0.0,0.0,0.0,0.0,4.32,122.92,113.53,1.54,0.0,14.9,0.0,85.98999999999998,0.0,0.0,1.25,0.0,0.0,9.09,3019,36,29,2300,1001,360290023001001,Block 1001,42.8885277,-78.8005922,G360290023001001,Buffalo city,232,128,86,34,3,0,0,3,2,0,10,118,85,30,2,0,0,1,0,0,110,77,26,3,0,0,2,2,0,9,101,77,22,2,0,0,0,0,0,N-D5,LOVEJOY,LOVEJOY,LOVEJOY,127.0,85.0,34.0,3.0,0.0,0.0,2.0,3.0,10.0,Lovejoy,LOVEJOY,Lovejoy,360290023001,Lovejoy,2456.02671319254,288783.1319604088
360290023001002,1087316.9190628473,284945.38288389007,0.0283131330094739,1831,360290023001002,29.0,96.32,84.33,0.0,14.17,8.19,0.0,64.01,1.46,0.0,0.0,0.0,0.0,8.63,140.35,119.35,0.0,18.84,12.98,0.0,90.08,0.0,0.0,5.0,0.0,0.0,20.0,2333,36,29,2300,1002,360290023001002,Block 1002,42.8885332,-78.8018121,G360290023001002,Buffalo city,232,147,90,30,1,6,0,11,9,0,22,125,89,23,1,6,0,5,1,0,110,69,18,1,6,0,8,8,0,18,92,69,11,1,6,0,4,1,0,N-D5,LOVEJOY,LOVEJOY,LOVEJOY,145.0,89.0,30.0,0.0,6.0,0.0,9.0,11.0,22.0,Lovejoy,LOVEJOY,Lovejoy,360290023001,Lovejoy,2476.0906828333273,303468.93484290864
360290023001003,1087212.5711863306,284936.89681933104,0.029254906683888596,2157,360290023001003,29.0,123.97,126.5,0.0,7.08,8.74,0.0,106.37,1.88,0.0,0.0,0.0,0.0,1.92,198.42,176.6,0.0,21.98,11.06,0.0,147.41,0.0,0.0,7.5,0.0,0.0,20.91,3016,36,29,2300,1003,360290023001003,Block 1003,42.8885369,-78.8030911,G360290023001003,Buffalo city,232,206,152,17,0,7,0,18,12,0,23,183,145,17,0,7,0,11,3,0,140,114,16,0,3,0,2,5,0,4,136,114,16,0,3,0,1,2,0,N-D5,LOVEJOY,LOVEJOY,LOVEJOY,205.0,151.0,17.0,0.0,7.0,0.0,12.0,18.0,23.0,Lovejoy,LOVEJOY,Lovejoy,360290023001,Lovejoy,2497.409702903996,313563.9099508292
360290023001004,1087229.2764243747,284664.90004539245,0.029160446216095048,1350,360290023001004,29.0,116.84,112.44,0.91,30.69,12.56,0.0,78.12999999999998,1.77,0.0,0.0,0.0,0.0,5.27,185.84,166.89,2.31,50.23,25.0,0.0,103.39,10.0,0.0,8.75,0.0,0.0,18.18,3017,36,29,2300,1004,360290023001004,Block 1004,42.8860896,-78.8031698,G360290023001004,Buffalo city,234,192,117,47,0,15,0,12,1,0,20,172,101,44,0,15,0,11,1,0,131,94,22,0,12,0,2,1,0,11,120,83,22,0,12,0,2,1,0,N-D5,LOVEJOY,LOVEJOY,LOVEJOY,192.0,117.0,47.0,0.0,15.0,0.0,1.0,12.0,20.0,Lovejoy,LOVEJOY,Lovejoy,360290023001,Lovejoy,2493.836744418958,312551.8155056878
360290023001005,1087337.1771987805,284708.9325922034,0.020164646485056944,2147,360290023001005,29.0,70.46,69.34,2.73,2.36,14.2,0.0,43.3,1.07,0.0,0.0,0.0,0.0,2.4,105.5,98.97000000000001,2.31,3.14,19.71,0.0,60.4,0.0,0.0,5.0,0.0,0.0,6.36,164,36,29,2300,1005,360290023001005,Block 1005,42.8864014,-78.8018108,G360290023001005,Buffalo city,235,109,60,34,0,1,0,14,0,0,7,102,59,34,0,1,0,8,0,0,79,46,23,0,1,0,9,0,0,5,74,46,23,0,1,0,4,0,0,N-D5,LOVEJOY,LOVEJOY,LOVEJOY,109.0,60.0,34.0,0.0,1.0,0.0,0.0,14.0,7.0,Lovejoy,LOVEJOY,Lovejoy,360290023001,Lovejoy,1995.0166994881008,216131.3154418638
360290023001006,1087432.9708547115,284703.3125117942,0.02175482985622914,2829,360290023001006,29.0,56.19,58.1,3.64,9.44,4.92,0.0,42.36,0.85,0.0,0.0,0.0,0.0,0.48,76.45999999999998,71.8,3.08,12.56,7.69,0.0,46.07,0.0,0.0,0.0,0.0,0.0,4.55,3018,36,29,2300,1006,360290023001006,Block 1006,42.886278,-78.8006506,G360290023001006,Buffalo city,235,79,45,16,4,4,0,9,1,0,5,74,45,16,4,4,0,5,0,0,63,45,9,4,4,0,0,1,0,1,62,45,9,4,4,0,0,0,0,N-D5,LOVEJOY,LOVEJOY,LOVEJOY,79.0,45.0,16.0,4.0,4.0,0.0,1.0,9.0,5.0,Lovejoy,LOVEJOY,Lovejoy,360290023001,Lovejoy,2080.4621409319925,233174.80405243207
360290023001007,1087500.9290995933,284655.96024256526,0.015408434345934516,2745,360290023001007,29.0,22.3,22.49,0.91,4.72,0.0,0.0,18.83,0.34,0.0,0.0,0.0,0.0,0.48,33.88,25.23,0.77,6.28,0.96,0.0,20.47,0.0,0.0,2.5,0.0,0.0,8.18,918,36,29,2300,1007,360290023001007,Block 1007,42.8858023,-78.7998726,G360290023001007,Buffalo city,235,35,22,0,1,2,1,4,5,0,9,26,20,0,1,2,0,2,1,0,25,20,0,1,2,1,0,1,0,1,24,20,0,1,2,0,0,1,0,N-D5,LOVEJOY,LOVEJOY,LOVEJOY,35.0,22.0,0.0,1.0,2.0,1.0,5.0,4.0,9.0,Lovejoy,LOVEJOY,Lovejoy,360290023001,Lovejoy,2411.021761050657,165152.1431424968
360290023001008,1087350.3836979473,284552.6063567787,0.006665828368526397,22,360290023001008,29.0,9.81,6.56,0.0,0.0,2.18,0.0,0.0,0.15,0.0,0.0,0.0,0.0,1.92,10.65,6.79,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,3021,36,29,2300,1008,360290023001008,Block 1008,42.8849921,-78.8018122,G360290023001008,Buffalo city,235,11,1,5,0,0,0,2,3,0,4,7,0,4,0,0,0,1,2,0,11,1,5,0,0,0,2,3,0,4,7,0,4,0,0,0,1,2,0,N-D5,LOVEJOY,LOVEJOY,LOVEJOY,11.0,1.0,5.0,0.0,0.0,0.0,3.0,2.0,4.0,Lovejoy,LOVEJOY,Lovejoy,360290023001,Lovejoy,1197.117912959696,71446.59096671967
360290023001009,1087318.746876713,284602.1675983838,0.003458545799120179,2571,360290023001009,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025,36,29,2300,1009,360290023001009,Block 1009,42.8854598,-78.8021459,G360290023001009,Buffalo city,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N-D5,LOVEJOY,LOVEJOY,LOVEJOY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lovejoy,LOVEJOY,Lovejoy,360290023001,Lovejoy,1253.8621853922987,37069.85640263878
360290023001010,1087262.304752346,284525.9481645875,0.0024600106373918952,904,360290023001010,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378,36,29,2300,1010,360290023001010,Block 1010,42.8848207,-78.8029119,G360290023001010,Buffalo city,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N-D5,LOVEJOY,LOVEJOY,LOVEJOY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lovejoy,LOVEJOY,Lovejoy,360290023001,Lovejoy,927.5634499346321,26367.274384636745
360290023002000,1087108.2009552883,284928.35477443575,0.02797286706843768,774,360290023002000,29.0,109.02,97.55,0.0,16.67,0.0,0.0,76.20999999999998,0.0,0.0,0.0,0.0,0.0,10.0,175.76,161.34,0.0,42.95,0.0,0.0,110.59,0.0,0.0,0.0,0.0,0.0,10.55,3014,36,29,2300,2000,360290023002000,Block 2000,42.88854,-78.8043703,G360290023002000,Buffalo city,232,174,86,45,4,5,0,15,19,0,24,150,86,44,0,5,0,15,0,0,112,65,21,3,1,0,11,11,0,15,97,65,20,0,1,0,11,0,0,N-D5,LOVEJOY,LOVEJOY,LOVEJOY,173.0,86.0,44.0,4.0,5.0,0.0,19.0,15.0,24.0,Lovejoy,LOVEJOY,Lovejoy,360290023002,Lovejoy,2456.6541113882568,299823.1343316685
360290023002001,1087006.1204598364,284920.43635390705,0.027535179277759437,733,360290023002001,29.0,60.89,48.78,0.0,0.0,0.0,0.0,36.34,0.0,0.0,0.0,0.0,0.0,9.33,90.42,79.04,0.0,6.14,0.0,0.0,50.15,0.0,0.0,0.0,0.0,0.0,7.03,2332,36,29,2300,2001,360290023002001,Block 2001,42.888547,-78.8056211,G360290023002001,Buffalo city,232,90,49,24,0,1,0,9,7,0,16,74,40,24,0,1,0,9,0,0,63,39,14,0,0,0,3,7,0,14,49,32,14,0,0,0,3,0,0,N-D5,LOVEJOY,LOVEJOY,LOVEJOY,89.0,48.0,24.0,0.0,1.0,0.0,7.0,9.0,16.0,Lovejoy,LOVEJOY,Lovejoy,360290023002,Lovejoy,2438.1972918829806,295132.5234832999
360290023002002,1086903.8932857164,284912.00540132745,0.02768652866225598,85,360290023002002,29.0,83.48,72.15,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,9.33,103.63,95.29,0.0,0.0,0.0,0.0,84.87,0.0,0.0,0.0,0.0,0.0,6.15,830,36,29,2300,2002,360290023002002,Block 2002,42.8885494,-78.8068742,G360290023002002,Buffalo city,232,102,75,20,0,0,0,6,1,0,14,88,66,20,0,0,0,1,1,0,85,67,11,0,0,0,6,1,0,14,71,58,11,0,0,0,1,1,0,N-D5,LOVEJOY,LOVEJOY,LOVEJOY,102.0,75.0,20.0,0.0,0.0,0.0,1.0,6.0,14.0,Lovejoy,LOVEJOY,Lovejoy,360290023002,Lovejoy,2428.5872078270054,296755.45155159227
360290023002003,1086922.8874274534,284632.0306101109,0.030253368015204042,1695,360290023002003,29.0,107.05,102.63,0.0,0.0,0.0,0.0,96.14,0.0,0.0,0.0,0.0,0.0,5.33,151.38,144.01,0.0,0.0,0.0,0.0,127.31,0.0,0.0,0.0,0.0,0.0,7.03,905,36,29,2300,2003,360290023002003,Block 2003,42.886029,-78.8069332,G360290023002003,Buffalo city,234,149,102,38,1,0,0,4,4,0,16,133,99,31,1,0,0,2,0,0,109,82,20,1,0,0,2,4,0,8,101,82,18,1,0,0,0,0,0,N-D5,LOVEJOY,LOVEJOY,LOVEJOY,149.0,102.0,38.0,1.0,0.0,0.0,4.0,4.0,16.0,Lovejoy,LOVEJOY,Lovejoy,360290023002,Lovejoy,2594.7382217976906,324268.54143990733
360290023002004,1087025.297500831,284639.38539624057,0.029885068262545875,850,360290023002004,29.0,117.86,116.86,0.0,0.0,0.0,0.0,118.41,0.0,0.0,0.0,0.0,0.0,3.33,193.04,197.07,0.0,30.68,0.0,0.0,190.32,0.0,0.0,0.0,0.0,0.0,3.52,906,36,29,2300,2004,360290023002004,Block 2004,42.8860167,-78.8056791,G360290023002004,Buffalo city,234,191,152,23,0,5,0,9,2,0,8,183,148,23,0,5,0,7,0,0,121,102,11,0,0,0,6,2,0,5,116,101,11,0,0,0,4,0,0,N-D5,LOVEJOY,LOVEJOY,LOVEJOY,190.0,152.0,22.0,0.0,5.0,0.0,2.0,9.0,8.0,Lovejoy,LOVEJOY,Lovejoy,360290023002,Lovejoy,2585.3177885748228,320320.06746233243
360290023002005,1087127.142931318,284646.6555245224,0.0299421475431407,2467,360290023002005,29.0,126.7,127.02,0.0,33.33,0.0,0.0,114.9,0.0,0.0,0.0,0.0,0.0,2.67,175.76,173.25,0.0,55.23,0.0,0.0,151.74,0.0,0.0,0.0,0.0,0.0,5.71,3015,36,29,2300,2005,360290023002005,Block 2005,42.8860042,-78.8044319,G360290023002005,Buffalo city,234,174,128,27,0,9,0,9,1,0,13,161,119,24,0,9,0,8,1,0,130,100,17,0,6,0,6,1,0,4,126,99,15,0,6,0,5,1,0,N-D5,LOVEJOY,LOVEJOY,LOVEJOY,173.0,127.0,27.0,0.0,9.0,0.0,1.0,9.0,13.0,Lovejoy,LOVEJOY,Lovejoy,360290023002,Lovejoy,2588.267319016258,320931.3410505985
360290023003000,1086828.1702235665,284624.4441604306,0.025331050378240304,1137,360290023003000,29.0,52.43,50.45,0.0,0.0,4.55,0.0,47.67,0.0,0.0,0.0,0.0,0.0,3.04,82.90999999999998,69.19,0.0,0.0,18.94,0.0,50.09,0.0,0.0,0.0,0.0,0.0,12.5,904,36,29,2300,3000,360290023003000,Block 3000,42.8860333,-78.808094,G360290023003000,Buffalo city,233,120,66,38,0,0,0,3,13,0,15,105,62,38,0,0,0,3,2,0,82,59,16,0,0,0,1,6,0,8,74,57,16,0,0,0,1,0,0,N-D5,LOVEJOY,LOVEJOY,LOVEJOY,119.0,66.0,37.0,0.0,0.0,0.0,13.0,3.0,15.0,Lovejoy,LOVEJOY,Lovejoy,360290023003,Lovejoy,2482.261914063276,271509.53177083656
360290023003001,1086742.439274454,284618.9109199552,0.024861921992718486,1882,360290023003001,29.0,53.08,45.61,0.0,0.0,0.91,0.0,51.01,0.0,0.0,0.0,0.0,0.0,6.08,78.73,59.21,0.0,0.0,5.63,0.0,60.59,0.0,0.0,8.24,0.0,0.0,20.0,889,36,29,2300,3001,360290023003001,Block 3001,42.8860491,-78.8091433,G360290023003001,Buffalo city,233,113,84,8,0,1,0,10,10,0,24,89,75,7,0,1,0,6,0,0,82,66,3,0,0,0,6,7,0,16,66,61,3,0,0,0,2,0,0,N-D5,LOVEJOY,LOVEJOY,LOVEJOY,113.0,84.0,8.0,0.0,1.0,0.0,10.0,10.0,24.0,Lovejoy,LOVEJOY,Lovejoy,360290023003,Lovejoy,2467.669690813784,266481.92098405334
360290023003002,1086501.979202909,284771.1765489541,0.034516494633634154,1180,360290023003002,29.0,7.12,2.76,0.0,0.0,0.61,0.0,1.67,0.0,0.0,0.0,0.0,0.0,2.66,9.06,2.66,0.0,0.0,1.02,0.0,1.62,0.0,0.0,2.06,0.0,0.0,7.5,1100,36,29,2300,3002,360290023003002,Block 3002,42.8875952,-78.8119124,G360290023003002,Buffalo city,229,13,4,1,0,2,0,6,0,0,9,4,2,1,0,0,0,1,0,0,11,4,1,0,0,0,6,0,0,7,4,2,1,0,0,0,1,0,0,N-D5,LOVEJOY,LOVEJOY,LOVEJOY,13.0,4.0,1.0,0.0,2.0,0.0,0.0,6.0,9.0,Lovejoy,LOVEJOY,Lovejoy,360290023003,Lovejoy,3050.940903349067,369965.3778165004
360290023003003,1086508.3157798839,284679.86542976194,0.03389787369412152,2914,360290023003003,29.0,75.73999999999998,67.72,0.0,0.0,6.97,0.0,61.05,0.0,0.0,0.0,0.0,0.0,7.22,110.78,87.81999999999998,0.0,0.0,19.45,0.0,67.87,0.0,0.0,4.12,0.0,0.0,22.5,888,36,29,2300,3003,360290023003003,Block 3003,42.886773,-78.8119299,G360290023003003,Buffalo city,233,160,91,37,1,7,0,7,17,0,28,132,84,36,1,7,0,4,0,0,118,80,24,1,1,0,1,11,0,20,98,73,23,1,1,0,0,0,0,N-D5,LOVEJOY,LOVEJOY,LOVEJOY,159.0,91.0,36.0,1.0,7.0,0.0,17.0,7.0,27.0,Lovejoy,LOVEJOY,Lovejoy,360290023003,Lovejoy,3039.48119425392,363334.91571262496
